$DATA1 
$OPTION MEASFORM=3
$index=1 is a nominal sample in Monte Carlo.
.TITLE '* the first line is always a comment'
index,delay_read,temper,alter#
643, 1.365821e-10,  27.0000000,1
644, 1.484929e-10,  27.0000000,1
645, 1.690120e-10,  27.0000000,1
646, 1.465410e-10,  27.0000000,1
647, 1.603422e-10,  27.0000000,1
648, 1.549349e-10,  27.0000000,1
649, 1.581817e-10,  27.0000000,1
650, 1.548606e-10,  27.0000000,1
651, 1.661380e-10,  27.0000000,1
652, 1.683990e-10,  27.0000000,1
653, 1.395608e-10,  27.0000000,1
654, 1.480816e-10,  27.0000000,1
655, 1.459856e-10,  27.0000000,1
656, 1.600821e-10,  27.0000000,1
657, 1.384279e-10,  27.0000000,1
658, 1.522464e-10,  27.0000000,1
659, 1.457282e-10,  27.0000000,1
660, 1.466951e-10,  27.0000000,1
661, 1.525304e-10,  27.0000000,1
662, 1.390443e-10,  27.0000000,1
663, 1.562626e-10,  27.0000000,1
664, 1.407691e-10,  27.0000000,1
665, 1.301890e-10,  27.0000000,1
666, 1.461178e-10,  27.0000000,1
667, 1.345599e-10,  27.0000000,1
668, 1.337996e-10,  27.0000000,1
669, 1.394414e-10,  27.0000000,1
670, 1.543321e-10,  27.0000000,1
671, 1.716787e-10,  27.0000000,1
672, 1.468614e-10,  27.0000000,1
673, 1.650269e-10,  27.0000000,1
674, 1.436091e-10,  27.0000000,1
675, 1.483593e-10,  27.0000000,1
676, 1.468279e-10,  27.0000000,1
677, 1.504998e-10,  27.0000000,1
